QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2024 8,CR 2025 1,Column-22,,,,,,,
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",96130,96130,-,-,-,-,-,-,-,114333,115451,120394,-,-,-,-,-,-,105727
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",108144,110377,-,-,-,-,-,-,-,120399,120399,120399,-,-,-,-,-,-,112027
AP Govt-AP UNR,BCE-GEN,Andhra Pradesh,"GSL Med Coll, Rajahmundry",MBBS,"₹ 16,500",1140,0,₹ 0,"₹ 10,417",-,-,-,-,-,-,-,-,-,120415,120415,120415,-,-,-,-,-,-,108511
AP Govt-LOC,BCD-FEM,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",101508,101508,-,-,-,-,-,-,-,112301,116567,120573,-,-,-,-,-,-,116238
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 40,000",89254,90632,-,-,-,-,-,-,-,113406,113406,120581,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹ 25,906",88691,91893,-,-,-,-,-,-,-,118233,119315,120672,-,-,-,-,-,-,-
AP Govt-LOC,BCE-FEM-PHO,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,120739,-,-,-,-,-,-,139221
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,106295,107524,-,-,-,-,-,-,-,118327,118327,120845,-,-,133217,-,-,-,116298
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,103334,103334,-,-,-,-,-,-,-,116630,116789,120873,-,-,-,-,-,-,115467
AP Govt-AP UNR,OPEN-GEN,Andhra Pradesh,"Care Inst of Dental Sci, Guntur",BDS,"₹ 14,300",Info Not Available,0,₹ 0,Info not available,109259,165552,-,-,-,-,-,-,-,106600,121277,121277,-,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Govt Dental Coll, Vijayawada",BDS,"₹ 9,000",Info Not Available,0,₹ 0,"₹ 25,906",110085,-,-,-,-,-,-,-,-,128303,121684,121684,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-FEM,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,121819,121819,121819,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Katuri Med Coll, Guntur",MBBS,"₹ 16,500",1100,0,₹ 0,Info not available,89499,90068,-,-,-,-,-,-,-,113159,113307,121955,-,-,-,-,-,-,101228
AP Govt-LOC,BCC-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹ 25,906",113757,113757,-,-,-,-,-,-,-,122148,122148,122148,-,-,-,-,-,-,128391
AP Govt-LOC,SC-GEN,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹ 25,906",99792,101547,-,-,-,-,-,-,-,115487,117999,122801,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,99904,102339,-,-,-,-,-,-,-,120640,121852,122835,-,-,-,-,-,-,109401
AP Govt-AP UNR,BCB-GEN,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,112295,115161,122866,-,-,-,-,-,-,104313
AP Govt-AP UNR,BCE-GEN,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,122886,122886,122886,-,-,-,-,-,-,109280
AP Govt-AP UNR,SC-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 40,000",-,-,-,-,-,-,-,-,-,119523,119523,122889,-,-,-,-,-,-,-
AP Govt-LOC,BCD-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,107186,107348,-,-,-,-,-,-,-,119521,123082,123082,-,-,-,-,-,-,124341
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,100031,100031,-,-,-,-,-,-,-,120394,121438,123378,-,-,-,-,-,-,107631
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,110535,111125,-,-,-,-,-,-,-,119877,119877,123565,-,-,126859,-,-,-,119730
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Konaseema IMS, Amalapuram",MBBS,"₹ 16,500",840,0,₹ 0,Info not available,91104,93080,-,-,-,-,-,-,-,113396,117135,124084,-,-,131992,-,-,-,104341
AP Govt-LOC,SC-FEM-PHO,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 40,000",-,-,-,-,-,-,-,-,-,-,-,124113,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",MBBS,"₹ 16,500",780,0,₹ 0,Info not available,102380,106364,-,-,-,-,-,-,-,119254,119254,124115,-,-,-,-,-,-,106833
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"NRI Med Coll, Guntur",MBBS,"₹ 16,500",1050,0,₹ 0,"₹ 5,000",96114,96114,-,-,-,-,-,-,-,124153,124153,124153,-,-,-,-,-,-,124740
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,94374,94374,-,-,-,-,-,-,-,124166,124166,124166,-,-,-,-,-,-,116428
AP Govt-LOC,BCD-FEM,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,110217,110217,-,-,-,-,-,-,-,124171,124367,124367,-,-,129380,-,-,-,114854
AP Govt-LOC,SC-FEM,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹ 25,906",88320,88320,-,-,-,-,-,-,-,120315,120315,124414,-,-,-,-,-,-,-
AP Govt-LOC,BCE-GEN-PHO,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,-,-,124738,-,-,-,-,-,-,-
AP Govt-AP UNR,OPEN-FEM,Andhra Pradesh,"Narayana Dental Coll, Nellore",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,87029,124901,124901,-,-,-,-,-,-,-
AP Govt-LOC,BCD-FEM-PHO,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,125101,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,125299,125299,125299,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",98863,100505,-,-,-,-,-,-,-,117276,117926,125519,-,-,-,-,-,-,111770
AP Govt-LOC,BCD-FEM,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,104467,104726,-,-,-,-,-,-,-,120573,122271,125571,-,-,-,-,-,-,122579
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,114617,118334,-,-,-,-,-,-,-,120873,123454,125620,-,-,127012,-,-,-,129272
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,109202,109202,-,-,-,-,-,-,-,123454,123565,125631,-,-,-,-,-,-,128522
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",99697,101958,-,-,-,-,-,-,-,119190,119190,125698,-,-,-,-,-,-,113096
AP Govt-AP UNR,BCE-GEN,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",-,-,-,-,-,-,-,-,-,125844,125844,125844,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",101463,105540,-,-,-,-,-,-,-,120507,121955,126014,-,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,118334,119569,-,-,-,-,-,-,-,121873,124195,126103,-,-,-,-,-,-,124434
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹ 25,906",101583,101583,-,-,-,-,-,-,-,107247,107247,126560,-,-,-,-,-,-,134281
AP Govt-LOC,SC-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 40,000",93307,97661,-,-,-,-,-,-,-,123461,123461,126775,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,99291,99679,-,-,-,-,-,-,-,120372,120372,126825,-,-,-,-,-,-,115730
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,120409,120409,126835,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN-PHO,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,126837,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,104064,105314,-,-,-,-,-,-,-,122810,122901,126902,-,-,-,-,-,-,112977
AP Govt-AP UNR,ST-FEM,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,126909,126909,126909,-,-,-,-,-,-,131270
AP Govt-AP UNR,SC-GEN-PHO,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,126990,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 25,906",75247,75247,-,-,-,-,-,-,-,108172,122404,127002,-,-,-,-,-,-,-
AP Govt-AP UNR,BCE-FEM,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",MBBS,"₹ 16,500",1200,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,126560,126560,127060,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,101158,122665,127141,-,-,-,-,-,-,-
AP Govt-LOC,BCD-GEN,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,109249,110111,-,-,-,-,-,-,-,123082,125101,127243,-,-,130671,-,-,-,129518
AP Govt-AP UNR,BCA-GEN,Andhra Pradesh,"Govt Dental Coll, Kadapa",BDS,-,750,-,-,-,-,-,-,-,-,-,-,-,-,127738,127738,127738,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,99679,105594,-,-,-,-,-,-,-,121726,122190,128153,-,-,-,-,-,-,118443
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",MBBS,"₹ 16,500",780,0,₹ 0,Info not available,105594,108454,108486,-,-,-,-,-,-,122190,123128,128200,-,-,-,-,-,-,112696
AP Govt-LOC,BCD-GEN,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,111519,111696,-,-,-,-,-,-,-,125101,125186,128205,-,-,-,-,-,-,132708
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",94879,94879,-,-,-,-,-,-,-,122665,128287,128287,-,-,-,-,-,-,-
AP Govt-LOC,BCC-GEN-PHO,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,"₹ 15,000",355,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,128355,-,-,-,-,-,-,131631
AP Govt-LOC,OPEN-GEN-SGCU,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",MBBS,"₹ 16,500",790,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,128464,128464,128464,-,-,-,-,-,-,-
AP Govt-LOC,OPEN-FEM-PHO,Andhra Pradesh,"SibarInstituteofDentSci,Guntur",BDS,"₹ 14,300",Info Not Available,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,128479,128479,128479,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",133100,133100,-,-,-,-,-,-,-,128697,128697,128697,-,-,-,-,-,-,-
AP Govt-LOC,OPEN-FEM-PHO,Andhra Pradesh,"Drs Sudha&NRSDental,Gannavaram",BDS,"₹ 14,300",Info Not Available,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,128804,128804,-,-,-,-,-,-,-
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,104187,104187,-,-,-,-,-,-,-,111853,117894,129147,-,-,-,-,-,-,112678
AP Govt-LOC,BCD-FEM,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,110662,110662,-,-,-,-,-,-,-,124367,125571,129376,-,-,-,-,-,-,132981
AP Govt-LOC,BCE-FEM,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",99857,102299,-,-,-,-,-,-,-,129418,129418,129418,-,-,-,-,-,-,106430
AP Govt-LOC,OPEN-FEM,Andhra Pradesh,"Vishnu Dental Coll,Bhimavaram",BDS,"₹ 14,300",Info Not Available,0,₹ 0,Info not available,117183,144648,-,-,-,-,-,-,-,98250,129540,129540,-,-,-,-,-,-,-
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,105294,105294,-,-,-,-,-,-,-,129554,129554,129554,-,-,-,-,-,-,111659
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,107524,110106,-,-,-,-,-,-,-,125558,126841,129747,-,-,133297,-,-,-,118208
AP Govt-LOC,OPEN-FEM-PHO,Andhra Pradesh,"Govt Dental Coll, Kadapa",BDS,"₹ 9,000",750,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,130267,130267,130267,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN-PHO,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",-,-,-,-,-,-,-,-,-,-,-,130454,-,-,-,-,-,-,-
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",102299,107209,-,-,-,-,-,-,-,130462,130462,130462,-,-,-,-,-,-,111288
AP Govt-LOC,SC-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 40,000",98657,102517,-,-,-,-,-,-,-,126836,127969,130609,-,-,-,-,-,-,-
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,105475,107192,-,-,-,-,-,-,-,124738,125826,130725,-,-,-,-,-,-,117934
AP Govt-AP UNR,BCB-FEM-CAP,Andhra Pradesh,"GSL Med Coll, Rajahmundry",MBBS,"₹ 16,500",1140,0,₹ 0,"₹ 10,417",-,-,-,-,-,-,-,-,-,130732,-,130732,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,109172,111254,113190,-,-,-,-,-,-,127131,129220,130795,-,-,-,-,-,-,120970
AP Govt-AP UNR,OPEN-GEN,Andhra Pradesh,"GSLDentalColl,Rajamahendravaram",BDS,-,1000,-,-,-,-,-,-,-,-,-,-,-,-,91036,130846,130846,-,-,-,-,-,-,-
AP Govt-AP UNR,MIN-GEN-MSM,Andhra Pradesh,"Nimra Inst of Med Sci, Krishna",MBBS,"₹ 16,500",400,0,₹ 0,Info not available,62955,105470,126862,-,-,-,-,-,-,76051,130824,130906,-,-,-,-,-,-,61155
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",107125,108131,-,-,-,-,-,-,-,125578,126178,131307,-,-,-,-,-,-,-
AP Govt-LOC,ST-GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,"₹ 15,000",1030,0,₹ 0,"₹ 25,906",113433,118377,-,-,-,-,-,-,-,131686,131686,131686,-,-,-,-,-,-,113140
AP Govt-LOC,ST-GEN-PHO,Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,"₹ 15,000",1030,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,131874,-,-,-,-,-,-,123589
AP Govt-AP UNR,OPEN-FEM,Andhra Pradesh,"CKS Theja Dental Sci, Tirupathi",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,113321,131876,131876,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-FEM,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹ 25,906",104750,104750,-,-,-,-,-,-,-,132029,132029,132029,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹ 25,906",104452,104452,-,-,-,-,-,-,-,122801,122871,132228,-,-,-,-,-,-,-
AP Govt-LOC,BCC-FEM,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",121670,121670,-,-,-,-,-,-,-,132568,132568,132568,-,-,-,-,-,-,134125
AP Govt-LOC,OPEN-FEM-PHO,Andhra Pradesh,"Vishnu Dental Coll,Bhimavaram",BDS,"₹ 14,300",Info Not Available,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,106793,133048,133048,-,-,-,-,-,-,-
AP Govt-LOC,BCE-GEN-PHO,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,133052,-,-,-,-,-,-,-
AP Govt-LOC,ST-FEM,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,"₹ 15,000",1170,0,₹ 0,"₹ 25,906",112338,112338,-,-,-,-,-,-,-,133096,133096,133096,-,-,-,-,-,-,135728
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,110339,112158,-,-,-,-,-,-,-,129402,131426,133134,-,-,-,-,-,-,122490
AP Govt-LOC,SC-FEM,Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",116198,118578,-,-,-,-,-,-,-,133480,133480,133480,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-FEM,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",106674,107217,-,-,-,-,-,-,-,133491,133491,133491,-,-,-,-,-,-,-
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Government Medical College, Paderu",MBBS,"₹ 15,000",Info Not Available,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,133809,133809,133809,-,-,-,-,-,-,150905
AP Govt-LOC,BCE-GEN,Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",134319,134319,-,-,-,-,-,-,-,134275,134275,134275,-,-,-,-,-,-,143993
AP Govt-LOC,SC-FEM,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,"₹ 15,000",355,0,₹ 0,"₹ 25,906",121599,121599,-,-,-,-,-,-,-,132413,132413,134367,-,-,-,-,-,-,-
AP Govt-LOC,ST-GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹ 25,906",106210,118998,-,-,-,-,-,-,-,118261,118261,134594,-,-,-,-,-,-,107213
AP Govt-LOC,SC-FEM,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",112149,112149,-,-,-,-,-,-,-,132153,135289,135289,-,-,-,-,-,-,-
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,110377,110782,-,-,-,-,-,-,-,130725,130725,135587,-,-,-,-,-,-,119045
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,110782,112280,-,-,-,-,-,-,-,132056,132362,135603,-,-,160324,-,-,-,121708
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹ 25,906",103374,103374,-,-,-,-,-,-,-,98497,98497,135799,-,-,-,-,-,-,142429
AP Govt-LOC,SC-FEM-PHO,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,136888,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN-PHO,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,136998,-,-,-,-,-,-,-
AP Govt-LOC,SC-FEM,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹ 25,906",106348,112147,-,-,-,-,-,-,-,128091,128091,137567,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN-NCC,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,"₹ 15,000",355,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,138100,-,138100,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,"₹ 15,000",Info Not Available,0,₹ 0,"₹ 25,906",104369,123158,-,-,-,-,-,-,-,138242,138242,138242,-,-,-,-,-,-,-
AP Govt-LOC,BCE-FEM,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹ 25,906",124958,124958,-,-,-,-,-,-,-,138311,138311,138311,-,-,-,-,-,-,141707
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,110452,110452,-,-,-,-,-,-,-,133052,135603,138578,-,-,-,-,-,-,122258
AP Govt-LOC,SC-GEN-PHO,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,"₹ 15,000",355,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,139673,-,-,-,-,-,-,-
AP Govt-LOC,BCE-FEM,Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",126085,126085,-,-,-,-,-,-,-,139748,139748,139748,-,-,-,-,-,-,143981
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",117830,117830,-,-,-,-,-,-,-,120739,120739,140729,-,-,-,-,-,-,132573
AP Govt-AP UNR,SC-FEM,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",MBBS,"₹ 16,500",1200,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,138999,138999,140738,-,-,-,-,-,-,-
AP Govt-AP UNR,OPEN-GEN,Andhra Pradesh,"Narayana Dental Coll, Nellore",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,104577,140768,140768,-,-,-,-,-,-,-
AP Govt-LOC,SC-FEM,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,"₹ 15,000",553,0,₹ 0,"₹ 25,906",114292,122745,-,-,-,-,-,-,-,139661,140808,140808,-,-,-,-,-,-,-
AP Govt-LOC,ST-GEN-PHO,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,140824,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN-PHO,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,"₹ 15,000",400,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,140935,-,-,-,-,-,-,-
AP Govt-AP UNR,BCA-FEM,Andhra Pradesh,"Narayana Dental Coll, Nellore",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,142091,142091,142091,-,-,-,-,-,-,-
