QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2025 1
AI,OBC,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹12,000",13426,16132,16939,-,-,-,13798,17982,18399,-,-,-,-,14957
AI,EWS,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹12,000",15450,16350,17460,21784,-,-,14129,17923,19950,-,-,-,-,-
AI,SC,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹12,000",80893,91262,97549,-,-,-,82204,96255,110105,-,-,-,-,88640
AI,ST,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹12,000",120186,116895,129024,-,-,-,126634,126625,126625,-,-,-,-,107291
AI,Open-PwD,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹12,000",579818,579818,579818,-,-,-,638119,398557,398557,-,-,-,-,-
AI,EWS-PwD,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,-,-,-,-,-,858784
AI,SC-PwD,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,-,-,-,-,-,1114323
AI,Open,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹12,000",11525,14723,15285,-,-,-,11914,15262,16101,-,-,-,-,12447
AI,OBC,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹12,000",12785,15287,16006,21244,-,-,12941,16648,17104,-,-,-,-,13655
AI,EWS,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹12,000",12818,15841,16699,-,-,-,14509,18418,18908,-,-,-,-,14072
AI,SC,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹12,000",71874,94141,95252,-,-,-,82659,95229,100625,-,-,-,-,89526
AI,ST,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹12,000",110709,115732,114529,162389,-,-,113003,107442,117237,-,-,-,-,103371
AI,Open-PwD,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,-,-,-,-,-,532642
AI,Open,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹12,000",11488,15528,15531,-,-,-,12321,16821,17239,-,-,-,-,14227
AI,OBC,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹12,000",13358,15867,16264,22749,-,-,13512,17903,18587,-,-,-,-,15616
AI,EWS,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹12,000",14289,16316,16316,-,-,-,14504,19269,19721,-,-,-,-,14309
AI,SC,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹12,000",78709,95282,95282,-,-,-,84642,96230,102778,-,-,-,-,87884
AI,ST,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹12,000",114924,114924,114924,-,-,-,117237,117237,125331,-,-,-,-,108144
AI,Open-PwD,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹12,000",500570,377457,778489,-,-,-,608295,608295,608295,-,-,-,-,-
AI,OBC-PwD,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹12,000",536067,388761,388761,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹12,000",12678,15880,16937,22289,-,-,12926,17930,19617,-,-,-,-,15127
AI,OBC,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹12,000",14205,16457,17080,-,-,-,14563,18569,19687,-,-,-,-,15718
AI,EWS,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹12,000",15169,18290,18013,-,-,-,15476,20054,20432,-,-,-,-,15549
AI,SC,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹12,000",81767,97615,97615,-,-,-,85353,102029,112192,-,-,-,-,90963
AI,ST,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹12,000",119257,121514,121514,-,-,-,128599,119619,131998,-,-,-,-,114568
AI,OBC-PwD,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,759811,749220,749220,-,-,-,-,-
AI,Open,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",11878,14418,15999,21392,-,-,11757,16790,17766,-,-,-,-,13502
AI,OBC,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",13347,15434,16176,-,-,-,13231,17535,17886,-,-,-,-,14614
AI,EWS,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",13554,16088,17404,-,-,-,12773,18323,19030,-,-,-,-,14596
AI,SC,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",67182,90840,98201,123363,-,-,78493,100056,103563,-,-,-,-,89467
AI,ST,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",112766,99193,119913,159820,-,-,101873,104767,104767,-,-,-,-,104924
AI,OBC-PwD,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,642362,506321,506321,-,-,-,-,-
AI,Open,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",13057,15975,17094,22468,-,-,13492,18025,19209,-,-,-,-,15183
AI,OBC,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",14083,16461,17475,-,-,-,15013,18387,19488,-,-,-,-,15937
AI,EWS,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",15487,18229,18377,24025,-,-,15269,18838,20020,-,-,-,-,16213
AI,SC,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",79759,97422,100480,-,-,-,85474,104205,111891,134017,-,-,-,90264
AI,ST,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",119470,123109,124152,164131,-,-,-,-,127697,-,-,-,-,113723
AI,ST-PwD,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,1043751,-,-,-,-,-,-,-
AI,SC-PwD,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,1057824,1377061,-,-,-,-,-,-
AI,Open,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",13047,15998,16089,22464,-,-,13014,17445,18887,21457,-,-,-,14400
AI,OBC,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",14070,16343,16638,-,-,-,15012,18214,19090,-,-,-,-,15629
AI,EWS,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",13548,16699,16350,23280,-,-,14577,18209,20672,-,-,-,-,17073
AI,SC,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",81796,97232,98024,-,-,-,85318,100519,107943,132777,138004,-,-,89990
AI,ST,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",117185,116985,124317,162937,-,-,103534,119449,131132,-,-,-,-,111337
AI,OBC-PwD,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,-,-,-,-,-,421374
AI,SC-PwD,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,-,-,-,-,-,922467
AI,Open,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",11966,14795,16030,-,-,-,12636,17062,17961,-,-,-,-,13648
AI,OBC,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",14100,15743,17005,-,-,-,14080,17769,18583,-,-,-,-,14797
AI,EWS,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",14209,14209,14209,-,-,-,12716,18633,20387,-,-,-,-,14051
AI,SC,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",74638,95317,95317,123951,-,-,84327,101088,102035,-,-,-,-,90491
AI,ST,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",121371,118584,128181,-,-,-,105942,116292,127196,-,-,-,-,104601
AI,OBC-PwD,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,-,-,-,-,-,758496
AI,Open-PwD,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",488992,449234,449234,-,-,-,-,-,-,-,-,-,-,-
AI,EWS-PwD,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",709687,709687,709687,-,-,-,-,-,-,-,-,-,-,-
AI,SC-PwD,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹12,000",1098338,1004391,1004391,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",12311,15808,16222,-,-,-,13294,17343,18854,-,-,-,-,14577
AI,OBC,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",14099,16264,16457,22907,-,-,14220,18382,18885,-,-,-,-,15429
AI,EWS,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",14614,16816,16816,-,-,-,13965,18546,20232,-,-,-,-,16768
AI,SC,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",75255,97561,98908,-,-,-,77482,103563,106206,-,-,-,-,91457
AI,ST,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",98297,112766,125177,164181,-,-,109229,108139,108139,-,-,-,-,109057
AI,Open-PwD,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,666537,413855,413855,-,-,-,-,548683
AI,Open,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,20444,-,-,-,-,16620
AI,OBC,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,20971,-,-,-,-,17711
AI,EWS,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,21902,-,-,-,-,17823
AI,SC,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,112821,134293,-,-,-,96570
AI,ST,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,129470,-,-,-,-,115781
AI,Open-PwD,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,-,-,-,-,-,-,626070
AI,EWS,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹12,000",6880,9473,10262,-,-,-,6174,6174,6174,-,-,-,-,7783
AI,Open,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹12,000",5284,8342,9229,-,-,-,5835,9343,10152,13080,-,-,-,6053
AI,OBC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹12,000",6630,8821,10201,-,-,-,6961,10155,11380,-,-,-,-,7479
AI,SC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹12,000",50313,67668,71989,123006,-,-,47762,75317,86468,-,-,-,-,51272
AI,ST,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹12,000",78296,92340,92340,-,-,-,82531,99431,99431,-,-,-,-,72634
AI,ST-PwD,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,-,929926,929926,-,-,-,-,-
AI,OBC-PwD,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹12,000",351496,351496,351496,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",2705,4308,4921,7562,-,17074,2759,3956,3956,-,-,-,-,3323
AI,EWS,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",3885,5476,5686,-,-,-,4022,4324,4324,-,-,-,-,3792
AI,OBC,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",4010,5191,5746,-,-,-,3983,4825,5607,-,-,-,-,4283
AI,SC,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",36026,40249,50982,-,-,-,24778,46848,46848,-,-,-,-,31794
AI,ST,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",68008,79751,81090,-,-,-,50732,73932,73932,-,-,-,-,56960
AI,Open-PwD,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",126324,374476,374476,-,-,-,206722,206722,206722,-,-,-,-,-
AI,OBC-PwD,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹12,000",-,-,-,-,-,-,345945,345945,345945,-,-,-,-,-
ES,EWS,Haryana,"ESI Med Coll, Faridabad",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",22751,22751,22751,-,-,-,21490,21490,21490,-,-,-,-,12647
ES,OBC,Haryana,"ESI Med Coll, Faridabad",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",26280,27552,27552,-,-,-,22871,22903,22903,-,-,-,-,14651
ES,Open,Haryana,"ESI Med Coll, Faridabad",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",15635,15635,18808,-,-,-,15029,18213,23521,-,-,-,-,10394
ES,SC,Haryana,"ESI Med Coll, Faridabad",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",107847,107847,117465,-,-,-,121089,121089,121089,-,-,-,-,95893
ES,ST,Haryana,"ESI Med Coll, Faridabad",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",239268,239268,239268,-,-,-,322814,322814,322814,-,-,-,-,285823
ES,OBC-PwD,Haryana,"ESI Med Coll, Faridabad",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",-,-,-,-,-,-,-,-,-,-,-,-,-,1065084
ES,Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",42951,49749,52432,-,-,-,29230,37725,38955,-,-,-,-,24648
ES,OBC,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",45223,56097,58426,-,-,-,37626,38520,41816,-,-,-,-,28753
ES,EWS,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",64705,64705,76097,-,-,-,47371,47371,47371,-,-,-,-,39589
ES,SC,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",194442,194442,200213,-,-,-,194743,199983,199983,-,-,-,-,148246
ES,ST,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",579000,579000,579000,-,-,-,486585,486585,486585,-,-,-,-,474008
ES,Open,Karnataka,"ESI, Bangalore",MBBS,"₹ 24,000",530,1,"₹ 5,00,000","₹26,300",29905,43113,53133,-,-,-,28263,34287,41212,-,-,-,-,23267
ES,EWS,Karnataka,"ESI, Bangalore",MBBS,"₹ 24,000",530,1,"₹ 5,00,000","₹26,300",47452,47452,64705,-,-,-,41792,41792,41792,-,-,-,-,27201
ES,OBC,Karnataka,"ESI, Bangalore",MBBS,"₹ 24,000",530,1,"₹ 5,00,000","₹26,300",44169,45223,58321,-,-,-,37386,37946,42932,-,-,-,-,28727
ES,SC,Karnataka,"ESI, Bangalore",MBBS,"₹ 24,000",530,1,"₹ 5,00,000","₹26,300",194533,194533,221374,228453,-,-,177149,207348,226594,-,-,-,-,155677
ES,ST,Karnataka,"ESI, Bangalore",MBBS,"₹ 24,000",530,1,"₹ 5,00,000","₹26,300",411626,411626,488413,-,-,-,461826,461826,461826,-,-,-,-,391353
ES,EWS,West Bengal,"ESI, Joka, Kolkata",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",74894,74894,74894,-,-,-,53932,53932,53932,-,-,-,-,38376
ES,Open,West Bengal,"ESI, Joka, Kolkata",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",48544,55198,61491,-,-,-,48787,50790,54601,-,-,-,-,31648
ES,OBC,West Bengal,"ESI, Joka, Kolkata",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",67448,69198,71524,-,-,-,52814,53308,55255,-,-,-,-,35494
ES,SC,West Bengal,"ESI, Joka, Kolkata",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",203619,203619,203619,-,-,-,220143,220987,231007,-,-,-,-,190094
ES,ST,West Bengal,"ESI, Joka, Kolkata",MBBS,"₹ 24,000",470,1,"₹ 5,00,000","₹26,300",843780,843780,843780,-,-,-,586839,586839,586839,-,-,-,-,468396
ES,Open,Karnataka,"ESIC Dental Coll, Gulbarga",BDS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000",Info not available,84936,86593,88859,87035,97877,-,71980,72818,72818,74666,-,-,-,50842
ES,EWS,Karnataka,"ESIC Dental Coll, Gulbarga",BDS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000",Info not available,101595,101595,101595,-,-,-,80292,82808,82808,-,-,-,-,65281
ES,OBC,Karnataka,"ESIC Dental Coll, Gulbarga",BDS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000",Info not available,98610,101586,101586,107433,130373,-,88299,94083,89625,82428,245799,-,-,64809
ES,SC,Karnataka,"ESIC Dental Coll, Gulbarga",BDS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000",Info not available,264345,273964,272132,248513,296662,-,249544,294162,299992,-,322419,-,-,220144
ES,ST,Karnataka,"ESIC Dental Coll, Gulbarga",BDS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000",Info not available,1192670,1192670,1192670,-,-,-,677829,716437,716437,-,-,-,-,522520
ES,EWS,Rajasthan,"ESIC Med Coll, Alwar",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",31952,31952,31952,-,-,-,21729,21729,21729,-,-,-,-,17289
ES,Open,Rajasthan,"ESIC Med Coll, Alwar",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",27300,27300,27409,-,-,-,18213,22831,24440,-,-,-,-,13302
ES,OBC,Rajasthan,"ESIC Med Coll, Alwar",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",29247,29247,29247,-,-,-,26429,26429,26429,-,-,-,-,17524
ES,SC,Rajasthan,"ESIC Med Coll, Alwar",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",123581,123581,123581,-,-,-,145810,145810,145810,-,-,-,-,119239
ES,ST,Rajasthan,"ESIC Med Coll, Alwar",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",350933,350933,350933,-,-,-,166665,166665,166665,-,-,-,-,269576
ES,Open,Bihar,"ESIC Med Coll, Patna",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",51084,54973,62784,-,-,-,35748,46914,51725,-,-,-,-,-
ES,EWS,Bihar,"ESIC Med Coll, Patna",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",73982,73982,73982,-,-,-,44973,44973,52138,-,-,-,-,-
ES,OBC,Bihar,"ESIC Med Coll, Patna",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",61630,61630,67934,-,-,-,42687,42687,53308,-,-,-,-,-
ES,SC,Bihar,"ESIC Med Coll, Patna",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",194759,219831,221400,-,-,-,214064,214064,230689,-,-,-,-,-
ES,ST,Bihar,"ESIC Med Coll, Patna",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",921094,921094,921094,-,-,-,593564,593564,610260,-,-,-,-,-
ES,Open-PwD,Bihar,"ESIC Med Coll, Patna",MBBS,"₹ 24,000",Info Not Available,1,"₹ 5,00,000","₹26,300",1071173,1071173,1071173,-,-,-,-,-,-,-,-,-,-,-
ES,Open,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,"₹ 24,000",480,1,"₹ 5,00,000","₹26,300",54304,62917,64106,-,-,-,43073,50353,53427,-,-,-,-,31204
ES,OBC,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,"₹ 24,000",480,1,"₹ 5,00,000","₹26,300",66068,67934,70140,-,-,-,48566,48566,53687,-,-,-,-,34956
ES,EWS,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,"₹ 24,000",480,1,"₹ 5,00,000","₹26,300",74857,76033,76992,-,-,-,51855,52138,54835,-,-,-,-,37629
ES,SC,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,"₹ 24,000",480,1,"₹ 5,00,000","₹26,300",219671,219671,219671,-,-,-,215055,222771,234738,-,-,-,-,186219
ES,ST,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,"₹ 24,000",480,1,"₹ 5,00,000","₹26,300",568712,568712,630905,-,-,-,472571,472571,472571,-,-,-,-,432012
ES,Open,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,"₹ 24,000",690,1,"₹ 5,00,000","₹26,300",42473,45330,53206,-,-,-,37029,41691,43757,-,-,-,-,26336
ES,OBC,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,"₹ 24,000",690,1,"₹ 5,00,000","₹26,300",53729,54299,61790,-,-,-,42208,42208,45940,-,-,-,-,30342
ES,EWS,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,"₹ 24,000",690,1,"₹ 5,00,000","₹26,300",56009,56009,64203,-,-,-,46914,46651,46980,-,-,-,-,29767
ES,SC,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,"₹ 24,000",690,1,"₹ 5,00,000","₹26,300",168248,168248,168248,-,-,-,184704,193666,193666,-,-,-,-,146259
ES,ST,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,"₹ 24,000",690,1,"₹ 5,00,000","₹26,300",463292,463292,463292,-,-,-,353767,353767,353767,-,-,-,-,205499
AI,Open,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹12,000",10825,13574,14660,19516,-,-,10445,14571,15904,-,-,-,-,11345
AI,OBC,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹12,000",11800,14140,15008,-,-,-,11452,15066,16571,21568,23861,-,-,11745
AI,EWS,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹12,000",12666,14610,14610,-,-,-,13092,16044,18381,-,-,-,-,14526
