CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,Institute,Course,Quota,Category
-,-,-,-,-,-,-,-,-,114896,114896,"Bidar IMS, Bidar",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,73496,-,-,"Bidar IMS, Bidar",PHARMACOLOGY,KAR Govt Quota-Open,2AH
111409,97000,-,-,-,-,-,89023,89023,-,-,"DR BR Ambedkar, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,-,-,"East Point College,Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,-,-,"East Point College,Bangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,38993,31335,46248,31335,"ESI, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,64130,63816,63816,-,"ESI, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,33178,33178,33178,-,"ESIC Med Coll,Gulbarga",PHARMACOLOGY,KAR Govt Quota-Open,GMH
-,-,-,-,-,-,-,-,-,-,181551,"Father Mullers, Mangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,107356,-,-,"Father Mullers, Mangalore",PHARMACOLOGY,KAR Priv Seats-Min.,MC
-,51807,-,-,-,-,-,70917,70917,-,-,"Father Mullers, Mangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,-,-,103443,-,"Gadag IMS, Gadag",PHARMACOLOGY,KAR Govt Quota-Open,3BG
-,-,-,-,-,-,-,76449,109279,-,-,"Gadag IMS, Gadag",PHARMACOLOGY,KAR Govt Quota-Open,3BH
-,-,-,-,-,-,-,-,-,91210,91210,"Gulbarga IMS, Gulbarga",PHARMACOLOGY,KAR Govt Quota-Open,SCG
31864,31864,31864,-,-,-,-,16721,16721,83429,-,"Gulbarga IMS, Gulbarga",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,67851,91210,-,-,"Gulbarga IMS, Gulbarga",PHARMACOLOGY,KAR Govt Quota-Open,SCH
80467,80467,154185,-,-,-,-,-,-,-,-,"Gulbarga IMS, Gulbarga",PHARMACOLOGY,KAR Govt Quota-Open,GMH
84032,66962,87909,-,-,-,-,-,-,81491,81491,"Hassan IMS, Hassan",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,58319,58319,-,-,"Hassan IMS, Hassan",PHARMACOLOGY,KAR Govt Quota-Open,2AG
87909,84032,-,-,-,-,-,-,-,-,-,"Hassan IMS, Hassan",PHARMACOLOGY,KAR Govt Quota-Open,SCG
-,87909,-,-,-,-,-,54010,76556,-,141099,"JJM Med Coll, Davangere",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,97559,-,-,"JJM Med Coll, Davangere",PHARMACOLOGY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,-,110623,-,-,"JJM Med Coll, Davangere",PHARMACOLOGY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,-,122637,-,-,"JJM Med Coll, Davangere",PHARMACOLOGY,KAR Priv Seats-GMP,GMPH
-,-,-,-,200217,-,-,110623,88174,-,179633,"JJM Med Coll, Davangere",PHARMACOLOGY,KAR Priv Seats-Open,OPN
86731,99034,-,-,-,-,-,-,-,-,146437,Karwar Inst of Med Sciences,PHARMACOLOGY,KAR Govt Quota-Open,GM
101587,77198,145692,-,-,-,-,-,-,-,182818,"Kempegowda IMS, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,97328,-,-,-,-,-,-,-,-,-,"Kempegowda IMS, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,92842,103875,-,-,"Kempegowda IMS, Bangalore",PHARMACOLOGY,KAR Others (Inst.Q),MNG
-,-,-,-,-,-,-,118775,71583,-,-,"Kempegowda IMS, Bangalore",PHARMACOLOGY,KAR Priv Seats-GMP,GMP
-,55760,167702,-,169905,-,-,49201,49201,-,171940,"Kempegowda IMS, Bangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,39465,36163,69867,69867,"KIMS, Hubli",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,155179,-,-,-,-,-,-,-,-,"KIMS, Hubli",PHARMACOLOGY,KAR Govt Quota-Open,STG
-,-,-,185522,-,-,-,47419,45143,121843,136214,Kodagu Inst of Med Sciences,PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,-,139221,"Koppal Inst of MS, Koppal",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,43010,43010,-,-,"Koppal Inst of MS, Koppal",PHARMACOLOGY,KAR Govt Quota-Open,GMH
-,-,-,-,-,-,-,-,-,120340,-,"KS Hegde, Mangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,35924,-,-,-,-,-,-,-,-,"KVG Med Coll, Sullia",PHARMACOLOGY,KAR Govt Quota-Open,GM
35924,35924,-,-,-,-,-,-,-,-,-,"KVG Med Coll, Sullia",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,46248,46248,108410,108410,"Mandya IMS, Mandya",PHARMACOLOGY,KAR Govt Quota-Open,3AG
66962,63057,84032,-,-,-,-,-,-,-,-,"Mandya IMS, Mandya",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,-,179056,"MRMC, Gulbarga",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,113107,-,-,-,"MRMC, Gulbarga",PHARMACOLOGY,KAR Govt Quota-Open,GMH
-,-,94561,-,-,-,-,45965,46223,64402,64402,"MS Ramaiah, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,80828,80828,80828,-,"MS Ramaiah, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,SCG
99034,94561,190326,-,-,-,-,74814,54822,-,-,"MS Ramaiah, Bangalore",PHARMACOLOGY,KAR Priv Seats-GMP,GMP
97328,45423,99034,-,-,-,-,46223,53463,84827,84827,"MS Ramaiah, Bangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,146762,146762,144782,-,-,37192,12341,67138,63469,"Mysore Med Coll, Mysore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,200287,-,-,-,-,-,-,-,-,"Mysore Med Coll, Mysore",PHARMACOLOGY,KAR Govt Quota-Open,PGM
-,-,163035,-,-,-,-,103684,103684,-,-,"Nijalingappa, Bagalkot",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,85750,85750,-,-,"Oxford Med Coll, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,105311,-,"Raichur IMS, Raichur",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,111409,131044,-,-,-,-,104958,93675,-,164846,"Sapthagiri IMS&RC, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,64440,87191,-,-,"SDM College, Dharwad",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,71841,71841,102232,102232,"Shimoga IMS, Shimoga",PHARMACOLOGY,KAR Govt Quota-Open,SCG
41326,41326,127810,-,-,-,-,41233,41398,60291,-,"Shri Atal Bihari Vajpayee, BLR",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,105978,104958,-,-,"Shridevi IMS, Tumkur",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,76419,-,-,"SMC, Shimoga",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,106285,-,-,"Srinivasa IMS, Srinivasanagar",PHARMACOLOGY,KAR Govt Quota-Open,3AG
-,-,-,-,-,-,-,-,96397,-,-,"SSIMS & RC, Davangere",PHARMACOLOGY,KAR Priv Seats-GMP,GMP
44872,47237,-,-,-,-,-,60291,64440,107062,-,"St John's, Bangalore",PHARMACOLOGY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,122637,-,-,-,"St John's, Bangalore",PHARMACOLOGY,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,-,-,85019,-,"St John's, Bangalore",PHARMACOLOGY,KAR Priv Seats-Min.,RC3
-,-,160678,160678,197265,-,-,53463,60291,-,-,"St John's, Bangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,-,-,-,66696,"VIMS (Vydehi), Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,197792,-,-,-,-,-,84827,-,152899,"VIMS (Vydehi), Bangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,144492,-,-,-,-,-,-,-,-,"VIMS, Bellary",PHARMACOLOGY,KAR Govt Quota-InS,GM
-,-,-,-,-,-,160451,-,-,88432,112821,"VIMS, Bellary",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,21784,36878,90513,150790,"VIMS, Bellary",PHARMACOLOGY,KAR Govt Quota-Open,GMH
-,-,-,-,-,-,-,43232,68378,-,-,"VIMS, Bellary",PHARMACOLOGY,KAR Govt Quota-Open,2AH
98972,40381,192233,192233,181852,-,-,-,-,-,160322,"Bangalore Med Coll, Bangalore",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,89021,100459,-,-,"Bangalore Med Coll, Bangalore",PHYSIOLOGY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,-,-,-,-,"Belagavi IMS, Belagavi",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,191633,-,-,-,-,-,-,-,-,"Bidar IMS, Bidar",PHYSIOLOGY,KAR Govt Quota-Open,PGM
-,-,188661,-,-,-,-,103612,100658,106684,172162,"ESI, Bangalore",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,120945,120945,-,-,"ESI, Bangalore",PHYSIOLOGY,KAR Govt Quota-Open,3BG
-,19425,-,-,-,-,-,-,-,-,-,"ESI, Bangalore",PHYSIOLOGY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,91210,58812,-,180423,"ESIC Med Coll,Gulbarga",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,105311,-,-,"ESIC Med Coll,Gulbarga",PHYSIOLOGY,KAR Govt Quota-Open,GMH
-,-,172529,-,-,-,-,-,-,-,-,"Gulbarga IMS, Gulbarga",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,58812,-,-,-,"Hassan IMS, Hassan",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,199586,-,-,-,-,-,-,-,"JJM Med Coll, Davangere",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,98972,-,-,-,-,-,-,-,-,-,Karwar Inst of Med Sciences,PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,87537,-,-,-,"Kempegowda IMS, Bangalore",PHYSIOLOGY,KAR Priv Seats-Open,OPN
-,-,181711,-,-,-,-,-,-,-,-,"KIMS, Hubli",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,27886,27886,-,-,"Koppal Inst of MS, Koppal",PHYSIOLOGY,KAR Govt Quota-Open,GMH
-,-,-,-,-,-,-,104835,46433,-,-,"Mandya IMS, Mandya",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,78979,130822,-,-,-,-,-,-,-,-,"MS Ramaiah, Bangalore",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,106147,-,-,"MS Ramaiah, Bangalore",PHYSIOLOGY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,-,-,-,-,"Mysore Med Coll, Mysore",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,-,171195,"Nijalingappa, Bagalkot",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,-,-,"Shimoga IMS, Shimoga",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,106147,89989,-,180814,"Shri Atal Bihari Vajpayee, BLR",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,98964,98964,-,-,"St John's, Bangalore",PHYSIOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,-,-,-,184006,"VIMS (Vydehi), Bangalore",PHYSIOLOGY,KAR Govt Quota-Open,GM
-,-,77205,-,-,-,-,-,-,42826,-,"St John's, Bangalore",PMR,KAR Priv Seats-GMP,GMP
52885,111369,-,-,-,-,-,100041,74516,-,-,"St John's, Bangalore",PMR,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,-,-,47886,-,"St John's, Bangalore",PMR,KAR Priv Seats-Min.,RC3
-,-,62844,44887,-,-,-,-,-,-,-,"St John's, Bangalore",PMR,KAR Priv Seats-Open,OPN
-,-,77619,-,-,-,-,61894,52231,58406,-,"AIMS, Adichunchanagiri, Bellur",PSYCHIATRY,KAR Govt Quota-Open,SCG
35606,93791,112987,-,-,-,-,-,-,-,-,"AIMS, Adichunchanagiri, Bellur",PSYCHIATRY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,60930,64125,100361,-,"AIMS, Adichunchanagiri, Bellur",PSYCHIATRY,KAR Others (Inst.Q),MNG
73436,54318,111331,-,-,-,-,45360,45360,64125,-,"AIMS, Adichunchanagiri, Bellur",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,33254,-,-,-,-,18357,18357,27226,-,"AJIMS, Mangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,29139,29139,29139,-,"AJIMS, Mangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
46588,46588,51807,-,-,-,-,35418,35418,35418,-,"AJIMS, Mangalore",PSYCHIATRY,KAR Priv Seats-Min.,MU
-,-,-,-,-,-,-,20663,24299,31785,-,"Akash IMS,Devanhalli,Bangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,87217,-,"Akash IMS,Devanhalli,Bangalore",PSYCHIATRY,KAR Govt Quota-Open,SCH
-,-,-,-,-,-,-,99180,92680,99180,-,"Akash IMS,Devanhalli,Bangalore",PSYCHIATRY,KAR Govt Quota-Open,STG
-,-,-,-,-,-,-,44791,42939,68938,-,"Akash IMS,Devanhalli,Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMPH
40768,40768,40768,-,-,-,-,20361,20361,20361,56487,"Bangalore Med Coll, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,SCG
6754,5286,18475,-,-,-,-,1189,1189,-,-,"Bangalore Med Coll, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
20881,12038,39517,-,-,-,-,-,-,-,-,"Bangalore Med Coll, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,3AH
-,-,-,-,-,-,-,58406,54020,65540,-,"Basaveswara, Chitradurga",PSYCHIATRY,KAR Govt Quota-Open,SCG
-,-,39392,-,-,-,-,-,-,-,-,"Basaveswara, Chitradurga",PSYCHIATRY,KAR Govt Quota-Open,GM
49927,40362,86484,-,-,-,-,-,-,-,-,"Basaveswara, Chitradurga",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,39193,24696,41114,-,"Basaveswara, Chitradurga",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,14299,14299,24299,-,"Belagavi IMS, Belagavi",PSYCHIATRY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,17490,12118,27558,-,"Belagavi IMS, Belagavi",PSYCHIATRY,KAR Govt Quota-Open,3BH
15687,11845,21087,-,-,-,-,-,-,-,-,"Belagavi IMS, Belagavi",PSYCHIATRY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,82940,-,"BGS IMS, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,SCG
36393,41090,62855,-,-,-,-,-,-,-,-,"BGS IMS, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,2AG
66786,68670,74658,-,-,-,-,-,-,-,-,"BGS IMS, Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,15542,15542,41017,-,"BGS IMS, Bangalore",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,163850,-,-,-,-,-,-,-,-,"Dharward IMHANS, Dharwad",PSYCHIATRY,KAR Govt Quota-InS,GM
-,-,-,-,-,-,-,2910,6209,18357,22873,"Dharward IMHANS, Dharwad",PSYCHIATRY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,9036,20274,37958,-,"Dharward IMHANS, Dharwad",PSYCHIATRY,KAR Govt Quota-Open,1G
-,-,-,-,-,-,-,23735,38024,45496,-,"Dharward IMHANS, Dharwad",PSYCHIATRY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,76772,87847,121498,-,"Dharward IMHANS, Dharwad",PSYCHIATRY,KAR Govt Quota-Open,STG
8460,8460,22416,-,-,-,-,-,-,-,-,"Dharward IMHANS, Dharwad",PSYCHIATRY,KAR Govt Quota-Open,3AG
-,-,-,-,-,-,-,37679,36015,36015,-,"East Point College,Bangalore",PSYCHIATRY,KAR Govt Quota-Open,3AG
30214,29190,59951,-,-,-,-,-,-,-,-,"East Point College,Bangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
59137,69021,69021,-,-,-,-,-,-,-,-,"East Point College,Bangalore",PSYCHIATRY,KAR Govt Quota-Open,SCG
53086,43652,104312,-,-,-,-,38580,36922,48123,40924,"East Point College,Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,32370,25903,41571,-,"East Point College,Bangalore",PSYCHIATRY,KAR Priv Seats-Open,OPN
16153,15233,28970,-,-,-,-,8464,8464,8464,-,"Father Mullers, Mangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,29069,29069,29069,-,"Father Mullers, Mangalore",PSYCHIATRY,KAR Govt Quota-Open,SCG
91688,91688,91688,-,-,-,-,65030,71943,74850,-,"Father Mullers, Mangalore",PSYCHIATRY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,18353,33708,96118,114089,"Father Mullers, Mangalore",PSYCHIATRY,KAR Others (Inst.Q),MNG
-,-,-,-,-,-,-,14295,14295,14295,-,"Father Mullers, Mangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
33254,33254,52885,145240,-,-,-,-,-,-,-,"Father Mullers, Mangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,49608,49608,50923,-,"Father Mullers, Mangalore",PSYCHIATRY,KAR Priv Seats-Min.,MC
88436,85169,90134,-,-,-,-,-,-,-,-,"Father Mullers, Mangalore",PSYCHIATRY,KAR Priv Seats-Min.,MC1
-,-,-,-,-,-,-,10763,10763,10763,30299,"Father Mullers, Mangalore",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,29685,-,-,-,-,6209,8125,19727,-,"Gadag IMS, Gadag",PSYCHIATRY,KAR Govt Quota-Open,GM
61547,61547,-,-,-,-,-,-,-,-,-,"Gadag IMS, Gadag",PSYCHIATRY,KAR Govt Quota-Open,STG
-,-,-,-,-,-,-,-,-,39797,-,"Hassan IMS, Hassan",PSYCHIATRY,KAR Govt Quota-Open,2BG
15233,14404,22831,-,-,-,-,-,-,-,-,"Hassan IMS, Hassan",PSYCHIATRY,KAR Govt Quota-Open,GM
16175,15683,30268,-,-,-,-,-,-,-,-,"Hassan IMS, Hassan",PSYCHIATRY,KAR Govt Quota-Open,3BG
98352,-,-,-,-,-,-,-,-,-,-,"JJM Med Coll, Davangere",PSYCHIATRY,KAR Govt Quota-InS,GM
-,-,-,-,-,-,-,13491,12569,16554,-,"JJM Med Coll, Davangere",PSYCHIATRY,KAR Govt Quota-Open,GM
-,-,40362,-,-,-,-,-,-,-,-,"JJM Med Coll, Davangere",PSYCHIATRY,KAR Govt Quota-Open,3BG
-,-,-,-,-,-,-,71943,53047,-,-,"JJM Med Coll, Davangere",PSYCHIATRY,KAR NRI Quota,NRI
23034,36393,43652,-,-,-,-,22438,22438,34173,-,"JJM Med Coll, Davangere",PSYCHIATRY,KAR Priv Seats-GMP,GMP
18803,19966,38035,-,-,-,-,-,-,-,-,"JJM Med Coll, Davangere",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,-,-,33931,-,"Kanachur IMS, Mangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
111685,111685,111685,-,-,-,-,-,-,-,-,"Kanachur IMS, Mangalore",PSYCHIATRY,KAR Govt Quota-Open,2AH
79893,69780,108920,-,-,-,-,-,-,-,-,"Kanachur IMS, Mangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,73182,68039,73182,96995,"Kanachur IMS, Mangalore",PSYCHIATRY,KAR Priv Seats-Min.,MM
47065,-,-,-,-,-,-,-,-,-,-,"Kanachur IMS, Mangalore",PSYCHIATRY,KAR Priv Seats-Min.,MM2
-,85074,120688,-,-,-,-,-,-,-,-,"Kanachur IMS, Mangalore",PSYCHIATRY,KAR Priv Seats-Min.,MM1
-,-,-,-,-,-,-,50447,50447,50447,-,"Kempegowda IMS, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,SCG
33454,33454,38475,-,-,-,-,-,-,-,-,"Kempegowda IMS, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,2AG
19081,16918,19081,-,-,-,-,-,-,-,-,"Kempegowda IMS, Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,11116,15111,22438,-,"Kempegowda IMS, Bangalore",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,169804,-,-,-,-,-,-,-,-,"KIMS, Hubli",PSYCHIATRY,KAR Govt Quota-InS,GM
10590,6754,19966,-,-,-,-,5197,5197,16100,23803,"KIMS, Hubli",PSYCHIATRY,KAR Govt Quota-Open,GM
16165,16165,33454,-,-,-,-,7002,7002,23896,-,"KIMS, Hubli",PSYCHIATRY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,24793,24195,24793,-,"KIMS, Hubli",PSYCHIATRY,KAR Govt Quota-Open,2BG
28970,19697,48241,-,-,-,-,25903,26730,26730,-,"KVG Med Coll, Sullia",PSYCHIATRY,KAR Govt Quota-Open,GM
43652,37019,81201,105298,-,-,-,34131,34131,34131,-,"KVG Med Coll, Sullia",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,12370,12370,24266,-,"Mandya IMS, Mandya",PSYCHIATRY,KAR Govt Quota-Open,GMH
15517,14211,23034,-,-,-,-,-,-,-,-,"Mandya IMS, Mandya",PSYCHIATRY,KAR Govt Quota-Open,GM
41884,45119,51910,-,-,-,-,-,-,-,-,"Mandya IMS, Mandya",PSYCHIATRY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,39797,39797,64928,-,"MRMC, Gulbarga",PSYCHIATRY,KAR Govt Quota-Open,2BH
22373,28970,60379,-,-,-,-,-,-,-,-,"MRMC, Gulbarga",PSYCHIATRY,KAR Govt Quota-Open,GM
35565,35565,69780,-,-,-,-,-,-,-,-,"MRMC, Gulbarga",PSYCHIATRY,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,23084,23084,23084,34239,"MRMC, Gulbarga",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,4969,11116,11116,-,"MS Ramaiah, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
18436,18436,36393,-,-,-,-,-,-,-,-,"MS Ramaiah, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,2AG
43764,43764,93791,-,-,-,-,-,-,-,-,"MS Ramaiah, Bangalore",PSYCHIATRY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,34379,32370,32370,-,"MS Ramaiah, Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,33338,20492,41750,53587,"MVJMC&RH, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,3BG
38475,38475,73404,-,-,-,-,-,-,-,-,"MVJMC&RH, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,2AG
-,-,84947,-,-,-,-,-,-,-,-,"MVJMC&RH, Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,61072,44125,61072,-,"MVJMC&RH, Bangalore",PSYCHIATRY,KAR Priv Seats-Min.,MA
22804,20757,39095,-,-,-,-,27127,27127,33469,-,"MVJMC&RH, Bangalore",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,-,-,49167,-,"Mysore Med Coll, Mysore",PSYCHIATRY,KAR Govt Quota-Open,SCG
42627,42627,42627,-,-,-,-,-,-,-,-,"Mysore Med Coll, Mysore",PSYCHIATRY,KAR Govt Quota-Open,SCH
-,-,-,-,-,-,-,28769,28769,38474,51021,"Nijalingappa, Bagalkot",PSYCHIATRY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,-,-,27127,-,"Nijalingappa, Bagalkot",PSYCHIATRY,KAR Govt Quota-Open,GM
92130,92130,92130,-,-,-,-,-,-,-,-,"Nijalingappa, Bagalkot",PSYCHIATRY,KAR Govt Quota-Open,STG
34202,34202,87071,68670,112499,-,-,-,-,-,-,"Nijalingappa, Bagalkot",PSYCHIATRY,KAR Govt Quota-Open,1G
84429,66786,79893,-,-,-,-,-,-,-,-,"Nijalingappa, Bagalkot",PSYCHIATRY,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,30168,29995,52604,45818,"Nijalingappa, Bagalkot",PSYCHIATRY,KAR Priv Seats-Open,OPN
31658,31658,93557,-,-,-,-,-,-,-,-,"Oxford Med Coll, Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
65941,73404,109774,-,-,-,-,61367,61367,70652,-,"Oxford Med Coll, Bangalore",PSYCHIATRY,KAR Priv Seats-Min.,ME
20757,27760,52351,-,-,-,-,19727,19727,25001,-,"Sapthagiri IMS&RC, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,30120,24242,50263,-,"Sapthagiri IMS&RC, Bangalore",PSYCHIATRY,KAR Govt Quota-Open,2AG
54318,60223,66721,110342,-,-,-,-,-,-,-,"Sapthagiri IMS&RC, Bangalore",PSYCHIATRY,KAR Priv Seats-GMP,GMP
30670,30598,60502,-,-,-,-,39918,38819,55803,-,"Sapthagiri IMS&RC, Bangalore",PSYCHIATRY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,39983,37958,59012,-,"SDM College, Dharwad",PSYCHIATRY,KAR Govt Quota-Open,1G
19697,18803,30214,-,-,-,-,-,-,-,-,"SDM College, Dharwad",PSYCHIATRY,KAR Govt Quota-Open,GM
79118,88672,101412,-,-,-,-,-,-,-,-,"SDM College, Dharwad",PSYCHIATRY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,45201,55353,74484,-,"SDM College, Dharwad",PSYCHIATRY,KAR Others (Inst.Q),MNG
51807,42874,42874,-,-,-,-,-,-,-,-,"SDM College, Dharwad",PSYCHIATRY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,23086,41571,54732,-,"SDM College, Dharwad",PSYCHIATRY,KAR Priv Seats-Open,OPN
